mp_id,post_id,unit_id,parent_id,unit_type,unit_code,post_title
18021,2,111,,fra,sp,"Член депутатської фракції Політичної партії ""Об'єднання ""САМОПОМІЧ"""
18021,7,54,,ccs,scpp,Член Спеціальної контрольної комісії Верховної Ради України з питань приватизації
18021,8,62,,cmt,kompek,"Секретар Комітету Верховної Ради України з питань паливно-енергетичного комплексу, ядерної політики та ядерної безпеки"
18021,3,18,,mpg,FRA,Член групи з міжпарламентських зв'язків з Французькою Республікою
18021,25,60,,mpd,uPCA,Заступник члена Української частини Парламентського комітету асоціації
18021,3,15,,mpg,GBR,Член групи з міжпарламентських зв'язків з Сполученим Королівством Великої Британії та Північної Ірландії
18021,3,70,,mpg,NOR,Член групи з міжпарламентських зв'язків з Королівством Норвегія
18021,3,31,,mpg,THA,Член групи з міжпарламентських зв'язків з Королівством Таїланд
11596,2,20,,fra,nf,"Член депутатської фракції Політичної партії ""НАРОДНИЙ ФРОНТ"""
11596,1,164,95,sct,reglament05,Голова підкомітету з питань законодавства про статус народного депутата України Комітету Верховної Ради України з питань Регламенту та організації роботи Верховної Ради України
11596,3,26,,mpg,EGY,Член групи з міжпарламентських зв'язків з Арабською Республікою Єгипет
11596,3,17,,mpg,GEO,Член групи з міжпарламентських зв'язків з Грузією
11596,22,97,,mpd,uPA_PL,Член Української частини Парламентської асамблеї України і Республіки Польща
11596,3,8,,mpg,LTU,Член групи з міжпарламентських зв'язків з Литовською Республікою
11596,3,11,,mpg,POL,Член групи з міжпарламентських зв'язків з Республікою Польща
11596,22,60,,mpd,uPCA,Член Української частини Парламентського комітету асоціації
11596,3,165,,mpg,PRT,Член групи з міжпарламентських зв'язків з Португальською Республікою
11596,3,66,,mpg,ROM,Член групи з міжпарламентських зв'язків з Румунією
11596,3,4,,mpg,ISR,Член групи з міжпарламентських зв'язків з Державою Ізраїль
8741,15,102,,fra,ob,"Заступник голови депутатської фракції Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання"
8741,6,51,,cmt,komekpol,Член Комітету Верховної Ради України з питань економічної політики
8741,3,48,,mpg,DEU,Член групи з міжпарламентських зв'язків з Федеративною Республікою Німеччина
8741,3,119,,mpg,CZE,Член групи з міжпарламентських зв'язків з Чеською Республікою
8741,3,4,,mpg,ISR,Член групи з міжпарламентських зв'язків з Державою Ізраїль
8741,3,10,,mpg,CHN,Член групи з міжпарламентських зв'язків з Китайською Народною Республікою
5606,21,52,,grp,gPW,"Член депутатської групи ""Воля народу"""
5606,6,47,,cmt,komprompol,Член Комітету Верховної Ради України з питань промислової політики та підприємництва
5606,3,4,,mpg,ISR,Член групи з міжпарламентських зв'язків з Державою Ізраїль
5606,3,44,,mpg,TUR,Член групи з міжпарламентських зв'язків з Турецькою Республікою
5606,3,67,,mpg,AUT,Член групи з міжпарламентських зв'язків з Австрійською Республікою
8746,21,59,,grp,gPV,"Член депутатської групи ""Партія ""Відродження"""
8746,6,64,,cmt,budget,Член Комітету Верховної Ради України з питань бюджету
8746,3,48,,mpg,DEU,Член групи з міжпарламентських зв'язків з Федеративною Республікою Німеччина
8746,3,107,,mpg,KOR,Член групи з міжпарламентських зв'язків з Республікою Корея
8746,3,14,,mpg,USA,Член групи з міжпарламентських зв'язків з Сполученими Штатами Америки
8746,25,60,,mpd,uPCA,Заступник члена Української частини Парламентського комітету асоціації
8746,3,82,,mpg,CHE,Член групи з міжпарламентських зв'язків з Швейцарською Конфедерацією
8746,3,10,,mpg,CHN,Член групи з міжпарламентських зв'язків з Китайською Народною Республікою
8746,3,18,,mpg,FRA,Член групи з міжпарламентських зв'язків з Французькою Республікою
8746,3,129,,mpg,CYP,Член групи з міжпарламентських зв'язків з Республікою Кіпр
8746,3,4,,mpg,ISR,Член групи з міжпарламентських зв'язків з Державою Ізраїль
18070,2,20,,fra,nf,"Член депутатської фракції Політичної партії ""НАРОДНИЙ ФРОНТ"""
18070,18,143,,cmt,komvti,Заступник голови Комітету Верховної Ради України у справах ветеранів та осіб з інвалідністю
18070,3,15,,mpg,GBR,Член групи з міжпарламентських зв'язків з Сполученим Королівством Великої Британії та Північної Ірландії
18070,3,14,,mpg,USA,Член групи з міжпарламентських зв'язків з Сполученими Штатами Америки
18070,3,4,,mpg,ISR,Член групи з міжпарламентських зв'язків з Державою Ізраїль
18046,2,88,,fra,rp,Член депутатської фракції Радикальної партії Олега Ляшка
18046,16,47,,cmt,komprompol,Голова Комітету Верховної Ради України з питань промислової політики та підприємництва
18046,3,45,,mpg,CAN,Член групи з міжпарламентських зв'язків з Канадою
18046,3,15,,mpg,GBR,Член групи з міжпарламентських зв'язків з Сполученим Королівством Великої Британії та Північної Ірландії
18046,3,70,,mpg,NOR,Член групи з міжпарламентських зв'язків з Королівством Норвегія
18046,3,10,,mpg,CHN,Член групи з міжпарламентських зв'язків з Китайською Народною Республікою
