mp_id,post_id,unit_id,parent_id,unit_type,unit_code,post_title
8827,3,4,,mpg,ISR,Член групи з міжпарламентських зв'язків з Державою Ізраїль
8827,3,81,,mpg,AUS,Член групи з міжпарламентських зв'язків з Австралією
8827,14,129,,mpg,CYP,Співголова групи з міжпарламентських зв'язків з Республікою Кіпр
8827,3,18,,mpg,FRA,Член групи з міжпарламентських зв'язків з Французькою Республікою
15972,2,3,,fra,bp,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"""
15972,6,13,,cmt,komtrans,Член Комітету Верховної Ради України з питань транспорту
15972,3,22,,mpg,TJK,Член групи з міжпарламентських зв'язків з Республікою Таджикистан
15972,3,17,,mpg,GEO,Член групи з міжпарламентських зв'язків з Грузією
15972,3,77,,mpg,ITA,Член групи з міжпарламентських зв'язків з Італійською Республікою
15972,3,15,,mpg,GBR,Член групи з міжпарламентських зв'язків з Сполученим Королівством Великої Британії та Північної Ірландії
15972,3,4,,mpg,ISR,Член групи з міжпарламентських зв'язків з Державою Ізраїль
15972,3,14,,mpg,USA,Член групи з міжпарламентських зв'язків з Сполученими Штатами Америки
15972,3,11,,mpg,POL,Член групи з міжпарламентських зв'язків з Республікою Польща
15972,3,81,,mpg,AUS,Член групи з міжпарламентських зв'язків з Австралією
18163,6,41,,cmt,kompravpol,Член Комітету Верховної Ради України з питань правової політики та правосуддя
18163,2,3,,fra,bp,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"""
18163,3,11,,mpg,POL,Член групи з міжпарламентських зв'язків з Республікою Польща
18163,3,10,,mpg,CHN,Член групи з міжпарламентських зв'язків з Китайською Народною Республікою
18163,3,133,,mpg,LIE,Член групи з міжпарламентських зв'язків з Князівством Ліхтенштейн
18163,3,21,,mpg,JPN,Член групи з міжпарламентських зв'язків з Японією
17974,2,3,,fra,bp,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"""
17974,18,100,,cmt,komnbo,Заступник голови Комітету Верховної Ради України з питань національної безпеки і оборони
17974,3,146,,mpg,IRN,Член групи з міжпарламентських зв'язків з Республікою Іран
17974,3,14,,mpg,USA,Член групи з міжпарламентських зв'язків з Сполученими Штатами Америки
17974,3,43,,mpg,LVA,Член групи з міжпарламентських зв'язків з Латвійською Республікою
17974,3,57,,mpg,SVN,Член групи з міжпарламентських зв'язків з Республікою Словенія
17974,3,85,,mpg,TUN,Член групи з міжпарламентських зв'язків з Туніською Республікою
17974,3,144,,mpg,SAU,Член групи з міжпарламентських зв'язків з Королівством Саудівська Аравія
17974,3,4,,mpg,ISR,Член групи з міжпарламентських зв'язків з Державою Ізраїль
18013,2,111,,fra,sp,"Член депутатської фракції Політичної партії ""Об'єднання ""САМОПОМІЧ"""
18013,1,231,64,sct,budget30,Голова підкомітету з питань використання коштів Державного фонду поводження з радіоактивними відходами Комітету Верховної Ради України з питань бюджету
18013,3,17,,mpg,GEO,Член групи з міжпарламентських зв'язків з Грузією
18013,3,4,,mpg,ISR,Член групи з міжпарламентських зв'язків з Державою Ізраїль
18013,30,203,,mpd,PA_GUAM,Заступник Голови Постійної делегації у Парламентській асамблеї ГУАМ
18013,3,10,,mpg,CHN,Член групи з міжпарламентських зв'язків з Китайською Народною Республікою
18013,3,69,,mpg,MDA,Член групи з міжпарламентських зв'язків з Республікою Молдова
18013,3,30,,mpg,EST,Член групи з міжпарламентських зв'язків з Естонською Республікою
18013,3,6,,mpg,AZB,Член групи з міжпарламентських зв'язків з Азербайджанською Республікою
15732,21,52,,grp,gPW,"Член депутатської групи ""Воля народу"""
15732,6,19,,cmt,komagropolit,Член Комітету Верховної Ради України з питань аграрної політики та земельних відносин
15732,22,60,,mpd,uPCA,Член Української частини Парламентського комітету асоціації
15732,19,80,,mpd,PA_EURONEST,Заступник члена Постійної делегації Верховної Ради України у Парламентській асамблеї ЄС - Східні сусіди (ПА ЄВРОНЕСТ)
15732,3,67,,mpg,AUT,Член групи з міжпарламентських зв'язків з Австрійською Республікою
15732,28,195,,mpg,IDN,Секретар групи з міжпарламентських зв'язків з Республікою Індонезія
15732,3,11,,mpg,POL,Член групи з міжпарламентських зв'язків з Республікою Польща
15732,22,97,,mpd,uPA_PL,Член Української частини Парламентської асамблеї України і Республіки Польща
15732,3,7,,mpg,BLR,Член групи з міжпарламентських зв'язків з Республікою Білорусь
15744,2,102,,fra,ob,"Член депутатської фракції Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання"
15744,6,62,,cmt,kompek,"Член Комітету Верховної Ради України з питань паливно-енергетичного комплексу, ядерної політики та ядерної безпеки"
15744,3,10,,mpg,CHN,Член групи з міжпарламентських зв'язків з Китайською Народною Республікою
15744,3,48,,mpg,DEU,Член групи з міжпарламентських зв'язків з Федеративною Республікою Німеччина
15744,3,82,,mpg,CHE,Член групи з міжпарламентських зв'язків з Швейцарською Конфедерацією
18118,1,232,53,sct,kombud10,"Голова підкомітету з питань будівництва та архітектури Комітету Верховної Ради України з питань будівництва, містобудування і житлово-комунального господарства"
18118,38,56,,ifa,ifa_SVO,"Член міжфракційного депутатського об'єднання ""Свобода"""
18118,3,45,,mpg,CAN,Член групи з міжпарламентських зв'язків з Канадою
18118,3,89,,mpg,AFG,Член групи з міжпарламентських зв'язків з Ісламською Республікою Афганістан
18118,3,14,,mpg,USA,Член групи з міжпарламентських зв'язків з Сполученими Штатами Америки
18118,3,8,,mpg,LTU,Член групи з міжпарламентських зв'язків з Литовською Республікою
18118,3,82,,mpg,CHE,Член групи з міжпарламентських зв'язків з Швейцарською Конфедерацією
18118,3,138,,mpg,BRA,Член групи з міжпарламентських зв'язків з Федеративною Республікою Бразилія
18118,3,163,,mpg,NZL,Член групи з міжпарламентських зв'язків з Новою Зеландією
18118,3,57,,mpg,SVN,Член групи з міжпарламентських зв'язків з Республікою Словенія
17966,6,61,,cmt,comeuroint,Член Комітету Верховної Ради України з питань європейської інтеграції
17966,2,20,,fra,nf,"Член депутатської фракції Політичної партії ""НАРОДНИЙ ФРОНТ"""
17966,30,38,,mpd,PA_BSEC,Заступник Голови Постійної делегації у Парламентській асамблеї Організації Чорноморського економічного співробітництва
17966,3,21,,mpg,JPN,Член групи з міжпарламентських зв'язків з Японією
17966,3,4,,mpg,ISR,Член групи з міжпарламентських зв'язків з Державою Ізраїль
17966,3,11,,mpg,POL,Член групи з міжпарламентських зв'язків з Республікою Польща
17966,3,17,,mpg,GEO,Член групи з міжпарламентських зв'язків з Грузією
17966,10,203,,mpd,PA_GUAM,Член Постійної делегації у Парламентській асамблеї ГУАМ
17966,3,165,,mpg,PRT,Член групи з міжпарламентських зв'язків з Португальською Республікою
17966,4,81,,mpg,AUS,Керівник групи з міжпарламентських зв'язків з Австралією
17966,3,15,,mpg,GBR,Член групи з міжпарламентських зв'язків з Сполученим Королівством Великої Британії та Північної Ірландії
15665,33,233,34,sct,kompkd06,"Секретар Комітету, голова підкомітету з питань книговидання та книгорозповсюдження Комітету Верховної Ради України з питань культури і духовності"
15665,2,3,,fra,bp,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"""
15665,3,11,,mpg,POL,Член групи з міжпарламентських зв'язків з Республікою Польща
15665,3,10,,mpg,CHN,Член групи з міжпарламентських зв'язків з Китайською Народною Республікою
15665,3,4,,mpg,ISR,Член групи з міжпарламентських зв'язків з Державою Ізраїль
15665,3,77,,mpg,ITA,Член групи з міжпарламентських зв'язків з Італійською Республікою
15665,3,18,,mpg,FRA,Член групи з міжпарламентських зв'язків з Французькою Республікою
15665,3,66,,mpg,ROM,Член групи з міжпарламентських зв'язків з Румунією
15665,3,120,,mpg,MEX,Член групи з міжпарламентських зв'язків з Мексиканськими Сполученими Штатами
2262,6,64,,cmt,budget,Член Комітету Верховної Ради України з питань бюджету
2262,15,3,,fra,bp,"Заступник голови депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"""
2262,3,50,,mpg,KAZ,Член групи з міжпарламентських зв'язків з Республікою Казахстан
2262,3,89,,mpg,AFG,Член групи з міжпарламентських зв'язків з Ісламською Республікою Афганістан
2262,3,11,,mpg,POL,Член групи з міжпарламентських зв'язків з Республікою Польща
2262,3,4,,mpg,ISR,Член групи з міжпарламентських зв'язків з Державою Ізраїль
2262,3,10,,mpg,CHN,Член групи з міжпарламентських зв'язків з Китайською Народною Республікою
2262,3,46,,mpg,LBN,Член групи з міжпарламентських зв'язків з Республікою Ліван
2262,26,203,,mpd,PA_GUAM,Голова Постійної делегації у Парламентській асамблеї ГУАМ
2262,22,97,,mpd,uPA_PL,Член Української частини Парламентської асамблеї України і Республіки Польща
2262,3,30,,mpg,EST,Член групи з міжпарламентських зв'язків з Естонською Республікою
2356,2,102,,fra,ob,"Член депутатської фракції Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання"
2356,6,51,,cmt,komekpol,Член Комітету Верховної Ради України з питань економічної політики
2356,3,10,,mpg,CHN,Член групи з міжпарламентських зв'язків з Китайською Народною Республікою
5500,6,118,,cmt,komsamovr,"Член Комітету Верховної Ради України з питань державного будівництва, регіональної політики та місцевого самоврядування"
5500,3,107,,mpg,KOR,Член групи з міжпарламентських зв'язків з Республікою Корея
5500,3,123,,mpg,BGR,Член групи з міжпарламентських зв'язків з Республікою Болгарія
5500,3,10,,mpg,CHN,Член групи з міжпарламентських зв'язків з Китайською Народною Республікою
5500,3,144,,mpg,SAU,Член групи з міжпарламентських зв'язків з Королівством Саудівська Аравія
5500,3,146,,mpg,IRN,Член групи з міжпарламентських зв'язків з Республікою Іран
5500,3,124,,mpg,COG,Член групи з міжпарламентських зв'язків з Республікою Конго
17953,1,234,58,sct,crimecor28,Голова підкомітету з питань законодавчого забезпечення запобігання і протидії корупції Комітету Верховної Ради України з питань запобігання і протидії корупції
17953,2,20,,fra,nf,"Член депутатської фракції Політичної партії ""НАРОДНИЙ ФРОНТ"""
17953,3,11,,mpg,POL,Член групи з міжпарламентських зв'язків з Республікою Польща
17953,3,44,,mpg,TUR,Член групи з міжпарламентських зв'язків з Турецькою Республікою
17953,3,16,,mpg,SVK,Член групи з міжпарламентських зв'язків з Словацькою Республікою
17953,3,188,,mpg,MNG,Член групи з міжпарламентських зв'язків з Монголією
17953,3,14,,mpg,USA,Член групи з міжпарламентських зв'язків з Сполученими Штатами Америки
17953,3,10,,mpg,CHN,Член групи з міжпарламентських зв'язків з Китайською Народною Республікою
17953,3,15,,mpg,GBR,Член групи з міжпарламентських зв'язків з Сполученим Королівством Великої Британії та Північної Ірландії
18119,8,51,,cmt,komekpol,Секретар Комітету Верховної Ради України з питань економічної політики
18119,3,155,,mpg,VNM,Член групи з міжпарламентських зв'язків з Соціалістичною Республікою В'єтнам
18119,3,131,,mpg,TZA,Член групи з міжпарламентських зв'язків з Об'єднаною Республікою Танзанія
18119,3,92,,mpg,IND,Член групи з міжпарламентських зв'язків з Республікою Індія
18119,3,49,,mpg,FIN,Член групи з міжпарламентських зв'язків з Фінляндською Республікою
18119,28,194,,mpg,URY,Секретар групи з міжпарламентських зв'язків з Східною Республікою Уругвай
18119,4,68,,mpg,PRY,Керівник групи з міжпарламентських зв'язків з Республікою Параґвай
18119,3,70,,mpg,NOR,Член групи з міжпарламентських зв'язків з Королівством Норвегія
18119,3,10,,mpg,CHN,Член групи з міжпарламентських зв'язків з Китайською Народною Республікою
11342,2,3,,fra,bp,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"""
11342,8,112,,cmt,komit,Секретар Комітету Верховної Ради України з питань інформатизації та зв'язку
11342,3,30,,mpg,EST,Член групи з міжпарламентських зв'язків з Естонською Республікою
11342,3,18,,mpg,FRA,Член групи з міжпарламентських зв'язків з Французькою Республікою
11342,3,15,,mpg,GBR,Член групи з міжпарламентських зв'язків з Сполученим Королівством Великої Британії та Північної Ірландії
11342,3,10,,mpg,CHN,Член групи з міжпарламентських зв'язків з Китайською Народною Республікою
18120,6,122,,cmt,komzakonpr,Член Комітету Верховної Ради України з питань законодавчого забезпечення правоохоронної діяльності
18120,2,3,,fra,bp,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"""
18120,3,71,,mpg,HUN,Член групи з міжпарламентських зв'язків з Угорщиною
18120,19,72,,mpd,PD_CEI,Заступник члена Постійної делегації у Парламентському вимірі Центральноєвропейської ініціативи
18120,3,77,,mpg,ITA,Член групи з міжпарламентських зв'язків з Італійською Республікою
18120,3,119,,mpg,CZE,Член групи з міжпарламентських зв'язків з Чеською Республікою
18120,3,11,,mpg,POL,Член групи з міжпарламентських зв'язків з Республікою Польща
18120,3,117,,mpg,GRC,Член групи з міжпарламентських зв'язків з Грецькою Республікою
18120,3,166,,mpg,MKD,Член групи з міжпарламентських зв'язків з Республікою Македонія
12003,2,20,,fra,nf,"Член депутатської фракції Політичної партії ""НАРОДНИЙ ФРОНТ"""
12003,6,64,,cmt,budget,Член Комітету Верховної Ради України з питань бюджету
12003,3,48,,mpg,DEU,Член групи з міжпарламентських зв'язків з Федеративною Республікою Німеччина
12003,3,7,,mpg,BLR,Член групи з міжпарламентських зв'язків з Республікою Білорусь
12003,3,8,,mpg,LTU,Член групи з міжпарламентських зв'язків з Литовською Республікою
12003,3,4,,mpg,ISR,Член групи з міжпарламентських зв'язків з Державою Ізраїль
12003,3,16,,mpg,SVK,Член групи з міжпарламентських зв'язків з Словацькою Республікою
12003,28,6,,mpg,AZB,Секретар групи з міжпарламентських зв'язків з Азербайджанською Республікою
12003,3,43,,mpg,LVA,Член групи з міжпарламентських зв'язків з Латвійською Республікою
12003,10,203,,mpd,PA_GUAM,Член Постійної делегації у Парламентській асамблеї ГУАМ
18161,18,64,,cmt,budget,Заступник голови Комітету Верховної Ради України з питань бюджету
18161,2,3,,fra,bp,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"""
18161,3,98,,mpg,HRV,Член групи з міжпарламентських зв'язків з Республікою Хорватія
18161,3,39,,mpg,IRL,Член групи з міжпарламентських зв'язків з Ірландією
18161,3,10,,mpg,CHN,Член групи з міжпарламентських зв'язків з Китайською Народною Республікою
15828,6,41,,cmt,kompravpol,Член Комітету Верховної Ради України з питань правової політики та правосуддя
15828,2,3,,fra,bp,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"""
15828,5,124,,mpg,COG,Заступник керівника групи з міжпарламентських зв'язків з Республікою Конго
15828,3,166,,mpg,MKD,Член групи з міжпарламентських зв'язків з Республікою Македонія
15828,3,82,,mpg,CHE,Член групи з міжпарламентських зв'язків з Швейцарською Конфедерацією
18121,6,58,,cmt,crimecor,Член Комітету Верховної Ради України з питань запобігання і протидії корупції
18121,7,90,,tcs,tinvest39,Член тимчасової слідчої комісії Верховної Ради України з питань розслідування обставин конфлікту в Закарпатській області
18121,2,3,,fra,bp,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"""
18121,3,11,,mpg,POL,Член групи з міжпарламентських зв'язків з Республікою Польща
18121,3,85,,mpg,TUN,Член групи з міжпарламентських зв'язків з Туніською Республікою
18121,3,10,,mpg,CHN,Член групи з міжпарламентських зв'язків з Китайською Народною Республікою
18121,3,46,,mpg,LBN,Член групи з міжпарламентських зв'язків з Республікою Ліван
18039,6,103,,cmt,komzdrav,Член Комітету Верховної Ради України з питань охорони здоров'я
18039,3,9,,mpg,UZB,Член групи з міжпарламентських зв'язків з Республікою Узбекистан
18039,22,87,,mpa,uMPA_LV,Член Української частини міжпарламентської асамблеї Верховної Ради України та Сейму Литовської Республіки
18039,3,11,,mpg,POL,Член групи з міжпарламентських зв'язків з Республікою Польща
18039,3,14,,mpg,USA,Член групи з міжпарламентських зв'язків з Сполученими Штатами Америки
18039,3,75,,mpg,QAT,Член групи з міжпарламентських зв'язків з Державою Катар
18039,3,96,,mpg,ARE,Член групи з міжпарламентських зв'язків з Об'єднаними Арабськими Еміратами
18039,3,77,,mpg,ITA,Член групи з міжпарламентських зв'язків з Італійською Республікою
19740,6,64,,cmt,budget,Член Комітету Верховної Ради України з питань бюджету
19740,2,20,,fra,nf,"Член депутатської фракції Політичної партії ""НАРОДНИЙ ФРОНТ"""
19740,3,84,,mpg,MYS,Член групи з міжпарламентських зв'язків з Малайзією
19740,3,22,,mpg,TJK,Член групи з міжпарламентських зв'язків з Республікою Таджикистан
19740,3,26,,mpg,EGY,Член групи з міжпарламентських зв'язків з Арабською Республікою Єгипет
19740,3,27,,mpg,ZAF,Член групи з міжпарламентських зв'язків з Південно-Африканською Республікою
19740,4,17,,mpg,GEO,Керівник групи з міжпарламентських зв'язків з Грузією
19740,3,4,,mpg,ISR,Член групи з міжпарламентських зв'язків з Державою Ізраїль
20107,6,64,,cmt,budget,Член Комітету Верховної Ради України з питань бюджету
20107,21,52,,grp,gPW,"Член депутатської групи ""Воля народу"""
11106,2,102,,fra,ob,"Член депутатської фракції Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання"
11106,1,235,58,sct,crimecor29,Голова підкомітету з питань антикорупційної політики Комітету Верховної Ради України з питань запобігання і протидії корупції
11106,3,10,,mpg,CHN,Член групи з міжпарламентських зв'язків з Китайською Народною Республікою
11106,3,85,,mpg,TUN,Член групи з міжпарламентських зв'язків з Туніською Республікою
11106,3,18,,mpg,FRA,Член групи з міжпарламентських зв'язків з Французькою Республікою
11106,3,82,,mpg,CHE,Член групи з міжпарламентських зв'язків з Швейцарською Конфедерацією
11106,22,147,,mpa,uMPA_LV_PL,"Член Української частини міжпарламентської асамблеї Верховної Ради України, Сейму Литовської Республіки та Сейму і Сенату Республіки Польща"
15814,1,236,122,sct,komzakonpr22,Голова підкомітету з питань діяльності органів прокуратури Комітету Верховної Ради України з питань законодавчого забезпечення правоохоронної діяльності
15814,21,59,,grp,gPV,"Член депутатської групи ""Партія ""Відродження"""
15814,4,57,,mpg,SVN,Керівник групи з міжпарламентських зв'язків з Республікою Словенія
15814,3,50,,mpg,KAZ,Член групи з міжпарламентських зв'язків з Республікою Казахстан
15814,3,10,,mpg,CHN,Член групи з міжпарламентських зв'язків з Китайською Народною Республікою
15814,3,44,,mpg,TUR,Член групи з міжпарламентських зв'язків з Турецькою Республікою
15814,3,138,,mpg,BRA,Член групи з міжпарламентських зв'язків з Федеративною Республікою Бразилія
15810,7,134,,tcs,tinvest41,Член тимчасової слідчої комісії Верховної Ради України для проведення розслідування відомостей щодо фактів розкрадання в Збройних Силах України та підриву обороноздатності держави у період з 2004 по 2017 роки
15810,1,237,64,sct,budget26,Голова підкомітету з питань соціальних програм державного бюджету Комітету Верховної Ради України з питань бюджету
15810,21,52,,grp,gPW,"Член депутатської групи ""Воля народу"""
15810,3,6,,mpg,AZB,Член групи з міжпарламентських зв'язків з Азербайджанською Республікою
15810,3,10,,mpg,CHN,Член групи з міжпарламентських зв'язків з Китайською Народною Республікою
15810,3,195,,mpg,IDN,Член групи з міжпарламентських зв'язків з Республікою Індонезія
15810,3,48,,mpg,DEU,Член групи з міжпарламентських зв'язків з Федеративною Республікою Німеччина
15810,3,57,,mpg,SVN,Член групи з міжпарламентських зв'язків з Республікою Словенія
15810,3,98,,mpg,HRV,Член групи з міжпарламентських зв'язків з Республікою Хорватія
11102,6,112,,cmt,komit,Член Комітету Верховної Ради України з питань інформатизації та зв'язку
11102,2,102,,fra,ob,"Член депутатської фракції Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання"
11102,3,10,,mpg,CHN,Член групи з міжпарламентських зв'язків з Китайською Народною Республікою
11102,3,82,,mpg,CHE,Член групи з міжпарламентських зв'язків з Швейцарською Конфедерацією
18045,12,122,,cmt,komzakonpr,Перший заступник голови Комітету Верховної Ради України з питань законодавчого забезпечення правоохоронної діяльності
18045,7,28,,tcs,tinvest38,Член тимчасової слідчої комісії Верховної Ради України для проведення розслідування відомостей щодо нападів на Катерину Гандзюк та інших громадських активістів
18045,7,90,,tcs,tinvest39,Член тимчасової слідчої комісії Верховної Ради України з питань розслідування обставин конфлікту в Закарпатській області
18045,2,88,,fra,rp,Член депутатської фракції Радикальної партії Олега Ляшка
18045,3,4,,mpg,ISR,Член групи з міжпарламентських зв'язків з Державою Ізраїль
18045,4,128,,mpg,ARM,Керівник групи з міжпарламентських зв'язків з Республікою Вірменія
18045,3,57,,mpg,SVN,Член групи з міжпарламентських зв'язків з Республікою Словенія
18045,3,9,,mpg,UZB,Член групи з міжпарламентських зв'язків з Республікою Узбекистан
18045,3,75,,mpg,QAT,Член групи з міжпарламентських зв'язків з Державою Катар
15773,49,52,,grp,gPW,"Голова депутатської групи ""Воля народу"""
15773,1,238,29,sct,komekolog18,"Голова підкомітету з питань подолання наслідків Чорнобильської катастрофи, соціального захисту постраждалих внаслідок Чорнобильської катастрофи Комітету Верховної Ради України з питань екологічної політики, природокористування та ліквідації наслідків Чорнобильської катастрофи"
15773,3,57,,mpg,SVN,Член групи з міжпарламентських зв'язків з Республікою Словенія
15773,3,67,,mpg,AUT,Член групи з міжпарламентських зв'язків з Австрійською Республікою
15773,3,10,,mpg,CHN,Член групи з міжпарламентських зв'язків з Китайською Народною Республікою
15773,3,26,,mpg,EGY,Член групи з міжпарламентських зв'язків з Арабською Республікою Єгипет
15819,6,2,,cmt,kompmp,Член Комітету Верховної Ради України з питань податкової та митної політики
15819,3,48,,mpg,DEU,Член групи з міжпарламентських зв'язків з Федеративною Республікою Німеччина
15819,3,57,,mpg,SVN,Член групи з міжпарламентських зв'язків з Республікою Словенія
15819,3,18,,mpg,FRA,Член групи з міжпарламентських зв'язків з Французькою Республікою
15819,14,129,,mpg,CYP,Співголова групи з міжпарламентських зв'язків з Республікою Кіпр
15819,3,195,,mpg,IDN,Член групи з міжпарламентських зв'язків з Республікою Індонезія
15819,3,4,,mpg,ISR,Член групи з міжпарламентських зв'язків з Державою Ізраїль
16517,9,239,103,sct,komzdrav20,"Заступник голови Комітету, голова підкомітету з питань забезпечення євроасоціації Комітету Верховної Ради України з питань охорони здоров'я"
16517,3,67,,mpg,AUT,Член групи з міжпарламентських зв'язків з Австрійською Республікою
16517,3,14,,mpg,USA,Член групи з міжпарламентських зв'язків з Сполученими Штатами Америки
16517,3,17,,mpg,GEO,Член групи з міжпарламентських зв'язків з Грузією
16517,3,81,,mpg,AUS,Член групи з міжпарламентських зв'язків з Австралією
16517,3,48,,mpg,DEU,Член групи з міжпарламентських зв'язків з Федеративною Республікою Німеччина
16517,3,45,,mpg,CAN,Член групи з міжпарламентських зв'язків з Канадою
16517,3,11,,mpg,POL,Член групи з міжпарламентських зв'язків з Республікою Польща
17996,6,19,,cmt,komagropolit,Член Комітету Верховної Ради України з питань аграрної політики та земельних відносин
17996,2,3,,fra,bp,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"""
18037,6,41,,cmt,kompravpol,Член Комітету Верховної Ради України з питань правової політики та правосуддя
18037,2,102,,fra,ob,"Член депутатської фракції Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання"
18037,3,48,,mpg,DEU,Член групи з міжпарламентських зв'язків з Федеративною Республікою Німеччина
18037,19,80,,mpd,PA_EURONEST,Заступник члена Постійної делегації Верховної Ради України у Парламентській асамблеї ЄС - Східні сусіди (ПА ЄВРОНЕСТ)
18037,3,67,,mpg,AUT,Член групи з міжпарламентських зв'язків з Австрійською Республікою
18037,3,77,,mpg,ITA,Член групи з міжпарламентських зв'язків з Італійською Республікою
18037,3,10,,mpg,CHN,Член групи з міжпарламентських зв'язків з Китайською Народною Республікою
18037,3,32,,mpg,ESP,Член групи з міжпарламентських зв'язків з Королівством Іспанія
18037,3,82,,mpg,CHE,Член групи з міжпарламентських зв'язків з Швейцарською Конфедерацією
18037,3,18,,mpg,FRA,Член групи з міжпарламентських зв'язків з Французькою Республікою
17978,1,240,61,sct,comeuroint30,"Голова підкомітету з питань співробітництва з НАТО та Міжпарламентською конференцією з питань Спільної політики безпеки і оборони Європейського Союзу, питань Східного партнерства та ПА ЄВРОНЕСТ Комітету Верховної Ради України з питань європейської інтеграції"
17978,2,3,,fra,bp,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"""
17978,7,28,,tcs,tinvest38,Член тимчасової слідчої комісії Верховної Ради України для проведення розслідування відомостей щодо нападів на Катерину Гандзюк та інших громадських активістів
17978,1,241,61,sct,comeuroint31,Голова підкомітету з питань інформаційного забезпечення Комітету Верховної Ради України з питань європейської інтеграції
17978,3,15,,mpg,GBR,Член групи з міжпарламентських зв'язків з Сполученим Королівством Великої Британії та Північної Ірландії
17978,14,89,,mpg,AFG,Співголова групи з міжпарламентських зв'язків з Ісламською Республікою Афганістан
17978,3,10,,mpg,CHN,Член групи з міжпарламентських зв'язків з Китайською Народною Республікою
17978,5,31,,mpg,THA,Заступник керівника групи з міжпарламентських зв'язків з Королівством Таїланд
17978,14,36,,mpg,BEL,Співголова групи з міжпарламентських зв'язків з Королівством Бельгія
17978,3,67,,mpg,AUT,Член групи з міжпарламентських зв'язків з Австрійською Республікою
17978,3,14,,mpg,USA,Член групи з міжпарламентських зв'язків з Сполученими Штатами Америки
17978,3,17,,mpg,GEO,Член групи з міжпарламентських зв'язків з Грузією
15823,6,19,,cmt,komagropolit,Член Комітету Верховної Ради України з питань аграрної політики та земельних відносин
15823,2,3,,fra,bp,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"""
15823,3,48,,mpg,DEU,Член групи з міжпарламентських зв'язків з Федеративною Республікою Німеччина
15823,3,155,,mpg,VNM,Член групи з міжпарламентських зв'язків з Соціалістичною Республікою В'єтнам
15823,3,119,,mpg,CZE,Член групи з міжпарламентських зв'язків з Чеською Республікою
15823,3,10,,mpg,CHN,Член групи з міжпарламентських зв'язків з Китайською Народною Республікою
15823,3,71,,mpg,HUN,Член групи з міжпарламентських зв'язків з Угорщиною
15823,3,49,,mpg,FIN,Член групи з міжпарламентських зв'язків з Фінляндською Республікою
18122,2,3,,fra,bp,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"""
18122,18,29,,cmt,komekolog,"Заступник голови Комітету Верховної Ради України з питань екологічної політики, природокористування та ліквідації наслідків Чорнобильської катастрофи"
18122,3,123,,mpg,BGR,Член групи з міжпарламентських зв'язків з Республікою Болгарія
18122,3,49,,mpg,FIN,Член групи з міжпарламентських зв'язків з Фінляндською Республікою
18122,28,150,,mpg,DNK,Секретар групи з міжпарламентських зв'язків з Королівством Данія
18122,3,96,,mpg,ARE,Член групи з міжпарламентських зв'язків з Об'єднаними Арабськими Еміратами
18122,3,10,,mpg,CHN,Член групи з міжпарламентських зв'язків з Китайською Народною Республікою
18122,3,124,,mpg,COG,Член групи з міжпарламентських зв'язків з Республікою Конго
18122,3,18,,mpg,FRA,Член групи з міжпарламентських зв'язків з Французькою Республікою
19058,1,242,58,sct,crimecor30,Голова підкомітету з питань запобігання і протидії корупції у сфері екології та охорони навколишнього природного середовища Комітету Верховної Ради України з питань запобігання і протидії корупції
19058,2,3,,fra,bp,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"""
19058,14,132,,mpg,NGA,Співголова групи з міжпарламентських зв'язків з Республікою Нігерія
